query,openalex_id,doi,title,publication_year,publication_date,type,cited_by_count,is_oa,source,source_type,authors,institutions,countries,topics,concepts,abstract
large language model cultural heritage,https://openalex.org/W4289261423,https://doi.org/10.1155/2022/6113324,The Impact of Integrated Development of Agriculture and Tourism on Rural Ecological Environment Quality,2022,2022-01-01,article,24,True,Wireless Communications and Mobile Computing,journal,Jingjing Wang; Faming Zhou; Xie Ai-liang,"Hunan Agricultural University; Hunan First Normal University; Hunan University of Humanities, Science and Technology; Linyi University",CN,"Diverse Aspects of Tourism Research; Culinary Culture and Tourism; Tourism, Volunteerism, and Development",Tourism; Agriculture; China; Rural tourism; Environmental resource management; Environmental quality; Quality (philosophy); Geography; Rural area; Business,"The integrated development of agriculture and tourism plays an important role on the rural ecological environment, which has not absorbed attention of the academic community. From the perspective of stakeholders, the impact mechanism of the agriculture and tourism integration on rural ecological environmental quality was analyzed. Based on three dimension‐agricultural production environment, rural living environment, and rural environmental governance, the evaluation index system of rural ecological environment quality was constructed, and the multi‐index comprehensive evaluation method was used to measure its level. The coupled system model of physics and entropy method were used to measure the degree of the integrated development level of agriculture and tourism industry. Based on data of 19 provinces in the Yangtze River Economic Belt and Yellow River Economic Belt in China from 2007 to 2019, static and dynamic panel models were used to examine the impact of agriculture and tourism integration on the quality of rural ecological environment and its mechanism. The results show that the integrated development of agriculture and tourism has a significant positive correlation with the quality of rural ecological environment, so the integrated development of agriculture and tourism can play a positive role in improving the quality of rural ecological environment. The rural ecological environment quality of the last period has a significant impact on the rural ecological environment quality of the current period, which indicates that the rural ecological environment quality has a strong inertia. Under the background of the current ecological civilization construction in China, the research result has significant theoretical and practical value."
large language model cultural heritage,https://openalex.org/W2768188981,https://doi.org/10.1016/j.jogn.2017.10.003,Cervical Cancer Screening Experiences Among Chinese American Immigrant Women in the United States,2017,2017-11-13,article,29,True,"Journal of Obstetric, Gynecologic & Neonatal Nursing",journal,Jin Young Seo; Junxin Li; Kun Li,CUNY School of Law; Hunter College; Jilin Province Science and Technology Department; Jilin University; University of Pennsylvania,CN; US,"Cervical Cancer and HPV Research; Global Cancer Incidence and Screening; Migration, Health and Trauma",Snowball sampling; Chinese americans; Immigration; Qualitative research; Feeling; Medicine; Health care; Nonprobability sampling; Psychology; Family medicine,
large language model cultural heritage,https://openalex.org/W2788854076,https://doi.org/10.3390/su10020563,Using Toponyms to Analyze the Endangered Manchu Language in Northeast China,2018,2018-02-24,article,19,True,Sustainability,journal,Zhu ZhenHua; Hongyan Zhang; Jianjun Zhao; Xiaoyi Guo; Zhengxiang Zhang; Yanling Ding; Tao Xiong,Northeast Normal University,CN,"Categorization, perception, and language; Rangeland Management and Livestock Ecology; Geographic Information Systems Studies",Toponymy; Endangered species; Ethnic group; China; Geography; Context (archaeology); Language family; History of China; History; Linguistics,"UNESCO has classified Manchu in Northeast China as a critically endangered language. Toponyms can act as carriers of languages and can be preserved for a long time. The Manchu language was the national language in the Qing Dynasty, and there are many Manchu place names in Northeast China that serve as “living heritages” that retain traces of ancient local cultures. We studied Manchu and other related ethnic place names in Northeast China by integrating spatial statistical measures using geographic information systems (GIS) to analyze the endangered languages in the region. The objective was to explore not only the distribution of ethnic toponyms within a relevant historical context but also the environmental factors associated with the endangered Manchu languages. This study reveals that the distributions of ethnic groups and languages can be revealed by the Sinification of ethnic toponyms in Northeast China. The evolution of spatial patterns of toponyms shows the interactive process between Manchus and Han Chinese. The Manchu language is endangered by the influences of Han Chinese migrants on the original culture, as reflected by crops and the distances to the nearest roads, which are indicators of farming culture and accessibility."
large language model cultural heritage,https://openalex.org/W1501631455,https://doi.org/10.1111/1467-9566.12305,"Contesting modernity: Tobacco use and romanticism among older Dai farmers in Xishuangbanna, China",2015,2015-07-03,article,18,True,Sociology of Health & Illness,journal,Xiang Zhao; Gareth Davey,Yunnan Normal University,CN,Community Health and Development,Modernity; Romanticism; China; Geography; Sociology; Political science; Archaeology; Law,"The majority of research about tobacco use in China focuses on Han Chinese, the main ethnic group comprising over 90 per cent of the population, and a paucity of research exists on ethnic minorities. The present study elucidates tobacco use among the Dai people, an ethnic group in Yunnan Province, Southwest China. The study design consisted of interviews and grounded theory methodology in a symbolic interactionist theoretical framework. The categories of the grounded theory revealed tobacco consumption was weaved in a complex web of meanings: social practices, perceptions of health, and work lives as agriculturalists, situated in Dai cultural and social milieu. An important finding was the stage-managing of tobacco as a symbol of 'tradition' versus 'modernity': Through a process of contested modernity, the older men championed long-standing tobacco customs as representative of Dai heritage and thus their own tobacco use as upholding traditions amid encroaching cultural and societal change in China. These findings are important because little is known about Dai people's tobacco use and how they are responding to social change. There are also implications for the development of culturally-appropriate tobacco control strategies."
large language model cultural heritage,https://openalex.org/W2806169658,https://doi.org/10.1080/10548408.2018.1475276,Shopping destination competitiveness: scale development and validation,2018,2018-05-30,article,23,True,Journal of Travel & Tourism Marketing,journal,Miju Choi; Jin‐Soo Lee; Ava J. Seo,Chinese University of Hong Kong; City University of Macau; Hong Kong Polytechnic University,CN; HK; MO,Diverse Aspects of Tourism Research; Customer Service Quality and Loyalty; Consumer Retail Behavior Studies,Business; Servicescape; Destinations; Attractiveness; Tourism; Scale (ratio); Marketing; Advertising; Globe; Service (business),"As shopping becomes ever more important to tourists, this interest increasingly drives their destination choices. That is, shopping tourists tend to consider destinations to be more attractive and competitive if they offer key shopping resources. Therefore, this study aims to develop and validate a measurement scale for shopping destination competitiveness, which can provide an identification of shopping- and destination-specific attributes and dimensions. In theoretical terms, this study contributes to the literature by integrating a model of destination competitiveness with a servicescape model and with the current Globe Shopping Index, to investigate shopping destinations at a macro-level. Five hundred and twenty-three usable samples were obtained for data analysis. The findings suggest that shopping destination competitiveness has nine key dimensions: shopping atmosphere, merchandise, store service orientation, affordability, Korean pop culture, safety climate, accessibility, government promotion, and attractiveness."
large language model cultural heritage,https://openalex.org/W4226376372,https://doi.org/10.1186/s13002-022-00528-6,"Traditional agricultural management of Kam Sweet Rice (Oryza sativa L.) in southeast Guizhou Province, China",2022,2022-04-07,article,20,True,Journal of Ethnobiology and Ethnomedicine,journal,Chunhui Liu; Yanjie Wang; Xiaoding Ma; Di Cui; Bing Han; Dayuan Xue; Longzhi Han,Chinese Academy of Agricultural Sciences; Institute of Crop Sciences; Minzu University of China,CN,Agricultural Systems and Practices; Vietnamese History and Culture Studies; Agricultural Research and Practices,Agriculture; Geography; Agroforestry; Domestication; China; Resistance (ecology); Biodiversity; Agricultural biodiversity; Livestock; Socioeconomics,"BACKGROUND: The Dong people mainly live in Hunan, Guangxi and Guizhou provinces, China, with a long history of glutinous rice cultivation, among which Kam Sweet Rice (KSR) is a group of rice landraces that has been domesticated for thousands of years by the Dong people. The core distribution area of KSR is Liping, Congjiang and Rongjiang County of southeast, Guizhou Province. Paddy fields, forests, livestock and cottages have formed a special artificial wetland ecosystem in local area, and the Dong people have also formed a set of traditional farming systems of KSR for variety breeding, field management, and soil and water conservation. However, this traditional agricultural management has not been reported at multiple levels based on landraces, species and ecosystems. METHODS: Fieldwork was conducted in ten villages in southeast Guizhou from 2019 to 2021. A total of 229 informants were interviewed from the villages. Semi-structured and key informant interviews were administered to collect ethnoecological data on the characteristics and traditional utilization of KSR, traditional farming systems and agricultural management of the Dong people. RESULTS: (1): A total of 57 KSR landraces were recorded as used by the Dong people in southeast Guizhou. We analyzed the cultural importance index (CII) of all KSRs. KSR with high CII often has a pleasant taste, special biological characteristics of cold resistance, disease and insect resistance and high utilization in the traditional culture of Dong people. (2) There is a clear division of labor between men and women in the breeding, seed retention, field management and grain storage management of different landraces of KSR in Dong communities. In order to resist natural disasters and insect pests, the cultivation of KSR is usually managed by multi-variety mixed planting. These agricultural management modes are the result of Dong people's understanding and adaptation to the local natural geographical environment, as well as the experience and wisdom crystallization of Dong people's long-term practice. (3) The traditional farmland of Dong People is a typical artificial wetland ecosystem that is planted with mixed KSR landraces with rich traditional wisdom. In addition, the economic benefit of the rice-fish-duck symbiotic system was 3.07 times that of hybrid rice alone; therefore, the rice-fish-duck system not only has the function of maintaining soil, water and ecological balance but also improves the income of Dong people. CONCLUSION: KSR is a special kind of rice that has been domesticated and cultivated by Dong people for thousands of years. Dong people have also formed traditional agriculture dominated by KSR cultivation. The traditional agricultural management of Dong people provides suitable habitats for flora and fauna with biodiversity protection, and convenient conditions for rational utilization and distribution of water resources were also provided. This traditional management mode is of great significance for environmental protection, climate change response, community resource management, sustainable utilization and agricultural transformation in modern society. Therefore, we call for interdisciplinary research in natural and social sciences, in-depth study of the ecological culture of ethnic areas, and sort out treasures conducive to the development of all mankind."
large language model cultural heritage,https://openalex.org/W3179014425,https://doi.org/10.3389/fnagi.2021.702231,Update on the Mechanism and Treatment of Sevoflurane-Induced Postoperative Cognitive Dysfunction,2021,2021-07-08,review,120,True,Frontiers in Aging Neuroscience,journal,Congmei Wang; Wei-can Chen; Yan Zhang; Shu Lin; He‐fan He,Fujian Medical University; Garvan Institute of Medical Research; Second Affiliated Hospital of Fujian Medical University,AU; CN,Anesthesia and Neurotoxicity Research; Intensive Care Unit Cognitive Disorders; Anesthesia and Sedative Agents,Sevoflurane; Postoperative cognitive dysfunction; Cognition; Medicine; Anesthesia; Mechanism (biology); Intensive care medicine; Psychiatry; Epistemology; Philosophy,"Sevoflurane is one of the most widely used anesthetics for the induction and maintenance of general anesthesia in surgical patients. Sevoflurane treatment may increase the incidence of postoperative cognitive dysfunction (POCD), and patients with POCD exhibit lower cognitive abilities than before the operation. POCD affects the lives of patients and places an additional burden on patients and their families. Understanding the mechanism of sevoflurane-induced POCD may improve prevention and treatment of POCD. In this paper, we review the diagnosis of POCD, introduce animal models of POCD in clinical research, analyze the possible mechanisms of sevoflurane-induced POCD, and summarize advances in treatment for this condition."
large language model cultural heritage,https://openalex.org/W4353080515,https://doi.org/10.1017/s0026749x22000348,Inventing the ‘Maritime Silk Road’,2023,2023-03-22,article,16,True,Modern Asian Studies,journal,Tansen Sen,New York University Shanghai,CN,Chinese history and philosophy; Global Maritime and Colonial Histories; Economic Zones and Regional Development,China; Pride; Sovereignty; Political science; Politics; SILK; Economy; History; Environmental ethics; Law,"Abstract Although inspired by the nineteenth-century term ‘Silk Road(s)’, the phrase ‘Maritime Silk Road’ has its own origins, connotations, and applications. This article examines the emergence of the latter term as a China-centric concept and its various entanglements since the early 1980s, involving the People’s Republic of China’s (PRC) political bodies, academia, the ‘open door’ policy, the pursuit of World Heritage listings, and the current ‘Belt and Road Initiative’. These entanglements, the article contends, have resulted in the emergence of what could be called a ‘Maritime Silk Road’ ecosystem in the PRC. The analysis of this ecosystem presented in the article reveals not only the processes through which a narrative on China’s engagement with the maritime world has been constructed over time, but also its association with issues of national pride, heritage- and tradition-making, foreign-policy objectives, and claims to territorial sovereignty. As such, the ‘Maritime Silk Road’ must be understood as a concept that is intimately entwined with the recent history of the PRC and distinct from its nineteenth-century antecedent, which was used as a label for overland connectivity."
large language model cultural heritage,https://openalex.org/W4391130666,https://doi.org/10.3390/app14020929,Landscape Ecology Analysis of Traditional Villages: A Case Study of Ganjiang River Basin,2024,2024-01-22,article,20,True,Applied Sciences,journal,Yuchen Zhou; Mu Liu; Guanhong Xie; Chunqing Liu,Jiangxi Agricultural University,CN,Land Use and Ecosystem Services; Cultural Heritage Management and Preservation; Sustainable Urban and Rural Development,Ecology; Geography; Biology,"Traditional villages, rich in historical and cultural value, hold a high level of preservation value. In the process of urbanization, traditional villages face the crisis of decline, making it difficult to perpetuate the carried cultural heritage. The Ganjiang River Basin hosts numerous traditional villages with rich research value, making the study of their preservation and development in this region a significant topic. This paper, from the perspective of landscape ecology, employs geographic detectors to analyze the driving factors behind the emergence of traditional villages in the Ganjiang River Basin, summarizing the spatial distribution characteristics of traditional villages. A classification method based on village landscape features is adopted to categorize traditional villages in the Ganjiang River Basin, providing a reference for planning the preservation and development of traditional villages. The research results show that plain areas are more suitable for the continuation of traditional villages; a single suitable environmental element cannot provide an environment conducive to the development of traditional villages, which is the result of the combined effect of multiple suitable elements; the study has divided traditional village landscapes into nine types, with clear distribution differences among different types of villages; for different regions and types of traditional villages, it is necessary to balance development and protection tendencies and plan differently according to environmental characteristics."
large language model cultural heritage,https://openalex.org/W2917232760,https://doi.org/10.3390/ijgi8030104,A Fusion Visualization Method for Disaster Information Based on Self-Explanatory Symbols and Photorealistic Scene Cooperation,2019,2019-02-27,article,30,True,ISPRS International Journal of Geo-Information,journal,Weilian Li; Jun Zhu; Yunhao Zhang; Yungang Cao; Ya Hu; Lin Fu; Pengcheng Huang; Yakun Xie; Lingzhi Yin; Bingli Xu,Southwest Jiaotong University; Southwest Petroleum University,CN,Geographic Information Systems Studies; Simulation and Modeling Applications; Robotics and Automated Systems,Visualization; Computer science; Information visualization; Process (computing); Readability; Creative visualization; Information retrieval; Data science; Human–computer interaction; Data mining,"Scientific and appropriate visualizations increase the effectiveness and readability of disaster information. However, existing fusion visualization methods for disaster scenes have some deficiencies, such as the low efficiency of scene visualization and difficulties with disaster information recognition and sharing. In this paper, a fusion visualization method for disaster information, based on self-explanatory symbols and photorealistic scene cooperation, was proposed. The self-explanatory symbol and photorealistic scene cooperation method, the construction of spatial semantic rules, and fusion visualization with spatial semantic constraints were discussed in detail. Finally, a debris flow disaster was selected for experimental analysis. The experimental results show that the proposed method can effectively realize the fusion visualization of disaster information, effectively express disaster information, maintain high-efficiency visualization, and provide decision-making information support to users involved in the disaster process."
large language model cultural heritage,https://openalex.org/W2772800842,https://doi.org/10.1515/jolace-2017-0005,A critical review of literature on English language teaching textbook evaluation: What systemic functional linguistics can offer,2017,2017-01-01,review,24,True,Journal of language and cultural education,journal,Xiaodong Zhang,Beijing Foreign Studies University,CN,Second Language Learning and Teaching; EFL/ESL Teaching and Learning; Second Language Acquisition and Learning,Systemic functional linguistics; Applied linguistics; Grammar; Computer science; Linguistics; Literacy; Systemic functional grammar; Context (archaeology); Meaning (existential); Macro,"Abstract This paper, from the perspective of language learning as a meaning-making process, presents a critical review of the existing research on how pre-use, in-use, and post-use evaluation has investigated the relationship between English language teaching textbooks’ content and learners’ academic literacy development. The paper shows that previous research on these three types of evaluation examined English language teaching textbooks’ effect on English learners’ academic literacy development in an unprincipled and macro way. The research gap identified in these previous studies calls for an improved textbook evaluation framework that integrates a principled learning theory while simultaneously emphasizing macro-constructs (e.g., context) and micro-linguistic features needed for academic literacy development. To this end, this paper proposes a framework informed by Systemic Functional Linguistics-related constructs (e.g., genre, register, meta-meanings, and lexico-grammar system) to optimize the evaluation of English language teaching textbook content."
large language model cultural heritage,https://openalex.org/W4286685039,https://doi.org/10.1007/s10342-022-01478-0,Demand for forest ecosystem services: a comparison study in selected areas in the Czech Republic and China,2022,2022-07-23,article,31,True,European Journal of Forest Research,journal,Miroslava Hochmalová; Ratna Chrismiari Purwestri; Jian Yongfeng; Vilém Jarský; Marcel Riedl; Dian Yuanyong; Miroslav Hájek,Czech University of Life Sciences Prague; Huazhong Agricultural University,CN; CZ,Land Use and Ecosystem Services; Urban Green Space and Health; Forest Management and Policy,Recreation; Ecosystem services; Business; Forest management; Forest ecology; Provisioning; China; Geography; Environmental resource management; Forestry,"Abstract Ecosystem services are investigated from many perspectives, but there are very few studies comparing the perception of forest and demand for forest ecosystem services (FES) in a cross-cultural analysis. This study aims to map the demand for FES and find out the forest perception of forest visitors in both Czech and Chinese societies. Data were collected by structured questionnaire among three different groups of respondents ( n = 847) in six forest areas. The questions were focused on the demand for FES, expectations from the forest, preference for the visual form of the forest, and the willingness of forest visitors. Analysis demonstrates that the demand for some FES is related to geographical and cultural conditions. The results indicated that provisioning and regulation services are perceived as more important than cultural services. The differences by country were obvious in the cultural and provisioning services: Chinese demand more relaxing and meditation activities, whereas Czech demand mushroom picking. A significant outcome is a high demand of Chinese respondents for recreational facilities. Tree planting was rated as one of the most popular voluntary activity across the whole sample. Meanwhile, some findings point to an increasing pressure on forest ecosystems and their protection, which emerge due to the strong demand for recreational facilities. According to the findings, active involvement of forest visitors in various activities is recommended so that their appreciation of FES will constantly increase and to take into account the profile of visitors and incorporate them in forest management and planning in order to meet societal demand."
large language model cultural heritage,https://openalex.org/W4206025736,https://doi.org/10.1088/1748-9326/ac472f,Sustainability challenges for the social-environmental systems across the Asian Drylands Belt,2021,2021-12-30,article,42,True,Environmental Research Letters,journal,Jiquan Chen; Ranjeet John; Jing Yuan; Elizabeth A. Mack; Pavel Groisman; Ginger Allington; Jianguo Wu; Peilei Fan; Kirsten M. de Beurs; Arnon Karnieli; Garik Gutman; Martin Kappas; Gang Dong; Fangyuan Zhao; Zutao Ouyang; Amber L. Pearson; Beyza Şat; Norman A. Graham; Changliang Shao; A. Graham; Geoffrey M. Henebry; Zhichao Xue; Amarjargal Amartuvshin; Luping Qu; Hogeun Park; Xiaoping Xin; Jingyan Chen; Li Tian; Colt W Knight; Maira Kussainova; Fei Li; Christine Fürst; Jiaguo Qi,Arizona State University; Ben-Gurion University of the Negev; Chinese Academy of Agricultural Sciences; Chinese Academy of Sciences; Fujian Agriculture and Forestry University; George Washington University; German Centre for Integrative Biodiversity Research; Institute of Agricultural Resources and Regional Planning; Institute of Botany; Institute of Geographic Sciences and Natural Resources Research; Institute of Grassland Research; Institute of Oceanology. PP Shirshov Russian Academy of Sciences; Kazakh National Agrarian Research University; Luther University; Madison Area Technical College; Martin Luther University Halle-Wittenberg; Michigan State University; North Carolina State University; Shanxi University; Stanford University; University of Göttingen; University of Maine; University of Oklahoma; University of South Dakota; University of the Humanities; World Bank; Özyeğin University,CN; DE; IL; KR; KZ; MN; RU; TR; US,Rangeland Management and Livestock Ecology; Land Use and Ecosystem Services; Climate change impacts on agriculture,Sustainability; Context (archaeology); Socioeconomic status; Land use; Sustainable development; Geopolitics; Globalization; European union; Political science; Environmental planning,"Abstract This paper synthesizes the contemporary challenges for the sustainability of the social-environmental system (SES) across a geographically, environmentally, and geopolitically diverse region—the Asian Drylands Belt (ADB). This region includes 18 political entities, covering 10.3% of global land area and 30% of total global drylands. At the present time, the ADB is confronted with a unique set of environmental and socioeconomic changes including water shortage-related environmental challenges and dramatic institutional changes since the collapse of the Union of Soviet Socialist Republics. The SES of the ADB is assessed using a conceptual framework rooted in the three pillars of sustainability science: social, economic, and ecological systems. The complex dynamics are explored with biophysical, socioeconomic, institutional, and local context-dependent mechanisms with a focus on institutions and land use and land cover change (LULCC) as important drivers of SES dynamics. This paper also discusses the following five pressing, practical challenges for the sustainability of the ADB SES: (a) reduced water quantity and quality under warming, drying, and escalating extreme events, (b) continued, if not intensifying, geopolitical conflicts, (c) volatile, uncertain, and shifting socioeconomic structures, (d) globalization and cross-country influences, and (e) intensification and shifts in LULCC. To meet the varied challenges across the region, place-based, context-dependent transdisciplinary approaches are needed to focus on the human-environment interactions within and between regional landscapes with explicit consideration of specific forcings and regulatory mechanisms. Future work focused on this region should also assess the role of the following mechanisms that may moderate SES dynamics: socioeconomic regulating mechanisms, biophysical regulating mechanisms, regional and national institutional regulating mechanisms, and localized institutional regulating mechanisms."
large language model cultural heritage,https://openalex.org/W4297364252,https://doi.org/10.1016/j.eiar.2022.106929,Review of the approaches for assessing protected areas' effectiveness,2022,2022-09-27,article,53,True,Environmental Impact Assessment Review,journal,Haojie Chen; Tong Zhang; Robert Costanza; Ida Kubiszewski,Australian National University; Beijing Institute of Technology; University College London,AU; CN; GB,"Conservation, Biodiversity, and Resource Management; Economic and Environmental Valuation; Land Use and Ecosystem Services",Representativeness heuristic; Counterfactual thinking; Convention on Biological Diversity; Environmental resource management; Baseline (sea); Sustainability; Environmental planning; Sustainable development; Work (physics); Management science,
large language model cultural heritage,https://openalex.org/W2990265583,https://doi.org/10.3390/su11236848,Exploring Critical Variables That Affect the Policy Risk Level of Industrial Heritage Projects in China,2019,2019-12-02,article,15,True,Sustainability,journal,Ping Guo; Huimin Li; Guangmin Zhang; Yang Zhang,Xi'an University of Architecture and Technology,CN,Construction Project Management and Performance; Infrastructure Maintenance and Monitoring; Research studies in Vietnam,China; Business; Urbanization; Industrial heritage; Cultural heritage; Risk management; Questionnaire; Industrial policy; Affect (linguistics); Economic growth,"With the rapid development of the transformation and urbanization of Chinese social structures, more and more industrial heritage renewal projects are emerging. However, there are significant policy risks associated with Chinese industrial heritage renewal projects. Through a literature review, a total of 20 policy risk factors were determined, and a total of 10 industrial heritage renewal project managers in six regions nationwide conducted a pilot study. A questionnaire survey was conducted to collect 398 evaluations of these 20 risk factors from relevant professionals. Secondly, through confirmatory factor analysis, a six-part policy risk assessment model was established. The results indicated that the critical variables that affect the policy risk level were: (1) industry maturity, (2) tax policy, (3) financial freedom, (4) the rule of law, (5) local market size, and (6) local market experience. Moreover, there are significant opportunities and policy risks in Chinese industrial heritage renewal projects, and appropriate strategies can capture these opportunities and mitigate risks. As there are few pieces of research on the policy risks of industrial heritage renewal projects in China, this study has a certain reference significance for the policy risk management of industrial heritage renewal projects in China."
large language model cultural heritage,https://openalex.org/W4200015318,https://doi.org/10.3390/ijgi10120824,Functional Classification of Urban Parks Based on Urban Functional Zone and Crowd-Sourced Geographical Data,2021,2021-12-06,article,23,True,ISPRS International Journal of Geo-Information,journal,Su Cao; Shihong Du; Shuwen Yang; Shouhang Du,China University of Mining and Technology; Lanzhou Jiaotong University; Peking University,CN,Land Use and Ecosystem Services; Impact of Light on Environment and Health; Human Mobility and Location-Based Analysis,Point of interest; Geography; Urban planning; Similarity (geometry); Volunteered geographic information; Urban ecosystem; Computer science; Cartography; Remote sensing; Civil engineering,"Urban parks have important impacts on urban ecosystems and in disaster prevention. They also have diverse social functions that are important to the living conditions and spatial structures of cities. Identifying and classifying the different types of urban parks are important for analyzing the sustainable development and the greening progress in cities. Existing studies have predominantly focused on the data extraction of urban green spaces as a whole, while there have been relatively few studies that have considered different categories of urban parks and their impact, which makes it difficult to characterize or predict the spatial distribution and structures of urban parks and limits further refinement of urban research. At present, the classification of urban parks relies on the physical features observed in remote sensing images, but these methods are limited when mapping the diverse functions and attributes of urban parks. Crowd-sourced geographic data may more accurately express the social functions of points of interest (POIs) in cities, and, therefore, employing open data sources may assist in data extraction and the classification of different types of urban parks. This paper proposed a multi-source data fusion approach for urban park classification including POI and urban functional zone (UFZ) data. First, the POI data were automatically reclassified using improved natural language processing (NLP) (i.e., text similarity measurements and topic modeling) to establish the links between urban park green-space types and POIs. The reclassified POI data as well as the UFZ data were then subjected to scene-based data fusion, and various types of urban parks were extracted using data attribute analysis and social attribute recognition for urban park mapping. Experimental analysis was conducted across Beijing and Hangzhou to verify the effectiveness of the proposed method, which had an overall classification accuracy of 82.8%. Finally, the urban park types of the two cities were compared and analyzed to obtain the characteristics of urban park types and structures in the two cities, which have different climates and urban structures."
large language model cultural heritage,https://openalex.org/W4311134581,https://doi.org/10.3390/ijerph192416663,"Tourism Environmental Carrying Capacity Review, Hotspot, Issue, and Prospect",2022,2022-12-12,review,25,True,International Journal of Environmental Research and Public Health,journal,Cheng Long; Song Lu; Jie Chang; Jiaheng Zhu; Luqiao Chen,Shanghai Normal University,CN,Water Resources and Sustainability; Urban Transport and Accessibility,Tourism; Sustainability; Carrying capacity; Environmental resource management; Business; Ecotourism; Government (linguistics); Natural resource; Environmental planning; Geography,"With the ongoing expansion of tourism, a conflict has arisen between economic growth in the tourism industry and environmental preservation, which has attracted the interest of government and academic groups. Because it enables the adaption of tourist activities and buildings in the tourism area in order to protect the natural resources of the scenic area while seeking economies of scale, the tourism environmental carrying capacity system is an essential tool for resolving this conundrum. It also enables tourist sites to grow sustainably while understanding their limitations and carrying capacity. This study uses Citespace 6.1.2 and VOSviewer 1.6.18 analysis software to conduct a bibliometric analysis and review of 297 articles on tourism environmental carrying capacity. This analysis includes early warning studies, assessment models and management tools, and analyses of keyword co-occurrence and emergent word co-occurrence. The article's conclusion makes recommendations for further research, including the division of each interest group, improved dynamic forecast and early warning of tourism environmental carrying capacity, and the development of an objective, scientific model of tourism carrying capacity."
large language model cultural heritage,https://openalex.org/W2900672214,https://doi.org/10.1109/access.2018.2881339,Fuzzy TOPSIS Approaches for Assessing the Intelligence Level of IoT-Based Tourist Attractions,2018,2018-11-14,article,25,True,IEEE Access,journal,Xudong Guo; Tao Zeng; Yuxuan Wang; Jie Zhang,Guangdong Polytechnic Normal University; Hebei University of Engineering; Northwest A&F University; Zhaoqing University,CN,Multi-Criteria Decision Making; IoT and Edge/Fog Computing; Big Data and Business Intelligence,TOPSIS; Computer science; Tourism; Fuzzy logic; Computational intelligence; Artificial intelligence; Operations research; Data mining; Mathematics; Geography,"With the application of Internet of Things (IoT) in tourism, the functions and management modes of tourist attractions are being greatly updated. It becomes a faced problem to assess the intelligence level of IoT-based tourist attractions. The assessment is helpful for managers to equip their tourist attractions with smart services which further improve the management efficiency and tourist satisfaction. However, there are few recognized standards for the implementation of IoT-based tourist attractions, and the common practice of using the average value to replace multiple assessment scores has a shortage. Motivated by these observations, we present a framework of IoT-based intelligent tourist attractions and recognize specific intelligent functions brought by IoT techniques to tourist attractions. Then, two fuzzy TOPSIS (Technique for Order Preference by Similarity to an Ideal Solution) approaches, that is, a centroid-based fuzzy TOPSIS and an integral-based fuzzy TOPSIS, are formulated to deal with the inconsistent assessment scores from multiple experts. An application study shows the effectiveness and advantage of our approaches in comparison with the classical TOPSIS. Both the centroid-based fuzzy TOPSIS and the classical TOPSIS cannot reflect the preferences of decision-makers, but their assessment results are not fully consistent. The assessment results by the integral-based fuzzy TOPSIS are subject to the given optimism level which may make difference on assessment orders. We observe some insightful findings helpful for improving the intelligence level of IoT-based tourist attractions."
large language model cultural heritage,https://openalex.org/W4390913120,https://doi.org/10.3390/buildings14010244,Cultural Heritage Deterioration in the Historical Town ‘Thimi’,2024,2024-01-16,article,16,True,Buildings,journal,Riwos Shrestha; Zhongwei Shen; Kishan Datta Bhatta,Chongqing Jiaotong University; Far-western University; Southwest Jiaotong University,CN; NP,Cultural Heritage Management and Preservation,Cultural heritage management; Cultural heritage; Industrial heritage; Intangible cultural heritage; Settlement (finance); Pride; Ethnic group; Archaeology; Values; Resource (disambiguation),"The gradual or rapid deterioration of cultural heritage buildings can be a source of the loss of heritage assets over time. Cultural heritage encompasses tangible and intangible aspects of a society’s heritage, including historical buildings, archaeological sites, artworks, artifacts, traditions, customs, and ethnic customs. This research paper investigated the causes and effects of the deterioration of the heritage system from the Madhyapur Thimi in Nepal. A case study of tangible heritage (Thimi settlement) and intangible heritage (Bisket Jatra—community celebrations—and Ritual Guthi—a local group formed to conduct cultural activities) helped to achieve the objectives of this study. The existing unique cultures from the Madhyapur Thimi, including the built culture, Guthi, Bisket Jatra, and Ritual Guthi area support the sustainable development of heritage structures to some extent. The cultural heritage is now at risk due to institutional inadequacies, economic and social issues, resource depletion, and natural disasters such as earthquakes and hurricanes. Policy should be modified, and heritage should be conserved and maintained well for future generations to own it as an identity and pride of the Thimi community."
